USD,100,100 Dollar Bills
USD,10,10 Dollars Bills
USD,20,20 Dollars Bills
USD,5,5 Dollars Bills
USD,1,1 Dollars Bills
USD,50,50 Dollars Bills
USD,0.25,Quarters
USD,0.10,Dimes
USD,0.05,Nickle
USD,0.01,Pennies
INR,100,Rupees note
INR,0.5,Paise
